Time (ms),Axle_Torque_Setpoint(N.m),Axle_Torque_Feedback(N.m),Speed_Feedback(m/s)
663324.7,325,316,0.95
663332.7,362,316,0.95
663352.7,362,316,0.95
663354.3,362,296,0.94
663372.6,385,296,0.94
663374.3,385,302,0.94
663392.7,385,302,0.94
663394.8,385,338,0.94
663412.8,415,338,0.94
663425.9,415,366,0.94
663432.7,375,366,0.94
663452.9,375,366,0.94
663455.1,375,374,0.94
663472.8,420,374,0.94
663474.6,420,348,0.94
663492.7,420,348,0.94
663494.7,420,346,0.94
663512.6,339,346,0.94
663515.1,339,362,0.94
663532.6,313,362,0.94
663534.6,313,386,0.94
663552.7,342,386,0.94
663563.6,342,420,0.94
663572.7,377,420,0.94
663592.7,377,420,0.94
663593.8,377,306,0.94
663613.2,291,306,0.94
663614.2,291,344,0.94
663632.7,291,344,0.94
663635.6,291,360,0.94
663652.6,373,360,0.94
663664.9,373,302,0.94
663672.6,401,302,0.94
663692.6,401,302,0.94
663694.3,401,270,0.93
663712.7,386,270,0.93
663724.9,386,354,0.93
663732.8,442,354,0.93
663752.7,442,354,0.93
663754.4,442,386,0.93
663772.8,378,386,0.93
663784.8,378,420,0.93
663792.6,378,420,0.93
663812.6,402,420,0.93
663814.1,402,426,0.93
663832.7,381,426,0.93
663844.8,381,352,0.94
663852.6,381,352,0.94
663872.7,395,352,0.94
663874.5,395,390,0.93
663892.6,395,390,0.93
663904.1,395,372,0.93
663912.8,420,372,0.93
663932.7,420,372,0.93
663934.2,420,382,0.94
663953,334,382,0.94
663963.9,334,394,0.94
663972.6,334,394,0.94
663992.6,292,394,0.94
663994.2,292,406,0.94
664012.6,292,406,0.94
664023.7,292,322,0.94
664032.7,348,322,0.94
664052.7,348,322,0.94
664054.1,348,288,0.94
664072.6,407,288,0.94
664083.2,407,338,0.93
664092.6,407,338,0.93
664112.7,447,338,0.93
664113.4,447,330,0.94
664132.7,442,330,0.94
664142.9,442,392,0.93
664152.6,442,392,0.93
664172.6,442,416,0.94
664172.8,403,416,0.94
664192.6,403,416,0.94
664203.5,403,426,0.94
664212.8,425,426,0.94
664222.4,425,436,0.94
664232.7,425,436,0.94
664243.2,425,392,0.94
664252.6,323,392,0.94
664263.5,323,398,0.93
664272.6,323,398,0.93
664292.6,370,398,0.93
664293.4,370,396,0.94
664312.7,280,396,0.94
664322.7,280,312,0.94
664332.7,280,312,0.94
664343.6,280,314,0.94
664352.6,351,314,0.94
664363.7,351,320,0.94
664372.6,358,320,0.94
664392.8,358,320,0.94
664393.6,358,274,0.94
664412.7,278,274,0.94
664423.1,278,340,0.94
664432.6,198,340,0.94
664452.8,118,340,0.94
664453.6,118,348,0.94
664472.6,118,348,0.94
664483,118,172,0.93
664492.6,38,172,0.93
664512.8,0,172,0.93
664513,0,134,0.93
664532.5,0,134,0.93
664543.5,0,34,0.92
664552.6,0,34,0.92
664572.9,61,34,0.92
664574.1,61,-2,0.92
664592.5,61,-2,0.92
664603.2,61,0,0.91
664612.6,141,0,0.91
664621.9,141,4,0.9
664632.5,141,4,0.9
664641.8,141,0,0.89
664652.6,338,0,0.89
664662.8,338,8,0.88
664672.6,338,8,0.88
664692.6,338,46,0.88
664692.8,465,46,0.88
664712.7,552,46,0.88
664722.5,552,120,0.87
664732.6,552,120,0.87
664751.9,552,222,0.87
664752.8,514,222,0.87
664772.6,514,222,0.87
664782.3,514,344,0.88
664792.5,514,344,0.88
664811.9,514,400,0.87
664812.5,434,400,0.87
664832.5,354,400,0.87
664842.8,354,446,0.85
664852.6,274,446,0.85
664871.6,274,400,0.85
664872.6,194,400,0.85
664892.6,114,400,0.85
664902,114,236,0.86
664912.6,34,236,0.86
664921,34,264,0.86
664932.6,0,264,0.86
664940.6,0,166,0.86
664952.6,0,166,0.86
664961.6,0,110,0.85
664972.6,0,110,0.85
664991.6,0,8,0.84
664992.6,49,8,0.84
665012.6,79,8,0.84
665021.6,79,2,0.83
665032.5,79,2,0.83
665051,79,0,0.82
665052.5,159,0,0.82
665072.6,281,0,0.82
665080.9,281,16,0.81
665092.5,281,16,0.81
665110.7,281,42,0.81
665112.6,480,42,0.81
665132.6,554,42,0.81
665141.4,554,112,0.81
665152.6,554,112,0.81
665171.1,554,222,0.81
665172.6,688,222,0.81
665190.1,688,282,0.82
665192.6,488,282,0.82
665211,488,370,0.83
665212.5,488,370,0.83
665231,488,536,0.83
665232.6,408,536,0.83
665252.6,328,536,0.83
665260.7,328,434,0.81
665272.6,248,434,0.81
665290.4,248,412,0.81
665292.6,248,412,0.81
665312.5,168,412,0.81
665320.8,168,300,0.81
665332.5,88,300,0.81
665340.3,88,234,0.81
665352.6,88,234,0.81
665369.8,88,152,0.8
665372.5,8,152,0.8
665390.7,8,80,0.8
665392.5,0,80,0.8
665410.2,0,66,0.8
665412.5,0,66,0.8
665432.5,0,66,0.8
665440.6,0,2,0.8
665452.6,0,2,0.8
665470.1,0,8,0.79
665472.6,0,8,0.79
665489.1,0,-2,0.79
665492.9,0,-2,0.79
665509.8,0,2,0.78
665512.6,0,2,0.78
665529.8,0,2,0.78
665532.6,0,2,0.78
665552.6,0,2,0.78
665559.7,0,0,0.77
665572.5,0,0,0.77
665589.4,0,0,0.76
665592.5,0,0,0.76
665609.5,0,0,0.76
665612.6,0,0,0.76
665629.9,0,0,0.76
665632.6,0,0,0.76
665652.6,0,0,0.76
665660.2,0,0,0.76
665672.6,0,0,0.76
665689.8,0,0,0.75
665692.5,0,0,0.75
665712.5,0,0,0.75
665721.2,0,0,0.75
665732.6,0,0,0.75
665739.7,0,4,0.75
665752.6,0,4,0.75
665769.3,0,0,0.75
665772.6,0,0,0.75
665789.3,0,0,0.74
665792.5,0,0,0.74
665810,0,0,0.74
665812.5,0,0,0.74
665832.6,0,0,0.74
665841,0,0,0.73
665852.6,0,0,0.73
665869.8,0,0,0.72
665872.5,0,0,0.72
665892.6,0,0,0.72
665900.1,0,0,0.72
665912.6,0,0,0.72
665930.7,0,0,0.71
665932.6,0,0,0.71
665952.6,0,0,0.71
665960.4,0,0,0.7
665972.6,0,0,0.7
665990.1,0,0,0.69
665992.5,0,0,0.69
666012.5,0,0,0.69
666020.3,0,0,0.69
666032.6,0,0,0.69
666050,0,0,0.68
666052.5,0,0,0.68
666068.8,0,0,0.68
666072.6,0,0,0.68
666089.4,0,0,0.67
666092.5,0,0,0.67
666110.2,0,0,0.67
666112.5,0,0,0.67
666132.7,0,0,0.67
666140.6,0,0,0.66
666152.8,0,0,0.66
666170,0,0,0.66
666172.7,0,0,0.66
666188.7,0,0,0.66
666192.6,0,0,0.66
666212.5,0,0,0.66
666218.8,0,0,0.66
666232.5,0,0,0.66
666239.3,0,0,0.65
666252.5,0,0,0.65
666259.6,0,0,0.65
666272.5,0,0,0.65
666288.9,0,0,0.64
666292.5,0,0,0.64
666312.7,0,0,0.64
666319.9,0,0,0.64
666332.5,0,0,0.64
666339,0,0,0.63
666352.5,13,0,0.63
666359.5,13,0,0.63
666372.5,25,0,0.63
666379.5,25,0,0.62
666392.4,25,0,0.62
666409.4,25,0,0.61
666412.5,91,0,0.61
666432.5,123,0,0.61
666439.2,123,4,0.6
666452.5,166,4,0.6
666469.1,166,10,0.6
666472.5,166,10,0.6
666494.8,155,10,0.6
666498.8,155,70,0.59
666512.5,155,70,0.59
666519.3,155,82,0.59
666532.5,230,82,0.59
666540.3,230,94,0.59
666552.5,230,94,0.59
666569.5,230,102,0.59
666572.5,358,102,0.59
666592.5,358,102,0.59
666599.6,358,178,0.58
666612.5,466,178,0.58
666619,466,230,0.58
666632.5,513,230,0.58
666639.2,513,342,0.57
666652.5,513,342,0.57
666659.9,513,386,0.57
666672.5,502,386,0.57
666689.4,502,454,0.57
666692.4,502,454,0.57
666712.6,454,454,0.57
666719.2,454,494,0.57
666732.5,454,494,0.57
666739.2,454,470,0.57
666752.5,520,470,0.57
666768.3,520,460,0.58
666772.4,567,460,0.58
666787.8,567,428,0.58
666792.4,567,428,0.58
666808.7,567,488,0.58
666812.4,452,488,0.58
666832.6,419,488,0.58
666839.4,419,554,0.59
666852.5,419,554,0.59
666869.7,419,492,0.6
666872.5,375,492,0.6
666892.5,375,492,0.6
666899.1,375,406,0.6
666912.5,473,406,0.6
666929,473,384,0.6
666932.5,473,384,0.6
666952.5,492,384,0.6
666959,492,436,0.61
666972.5,425,436,0.61
666988.4,425,450,0.61
666992.4,425,450,0.61
667008,425,446,0.61
667012.4,441,446,0.61
667028.2,441,490,0.62
667032.4,441,490,0.62
667048.7,441,450,0.63
667052.4,452,450,0.63
667068,452,418,0.62
667072.4,452,418,0.62
667087.8,452,422,0.62
667092.4,507,422,0.62
667108.4,507,426,0.63
667112.4,507,426,0.63
667132.4,483,426,0.63
667138.9,483,436,0.64
667152.4,483,436,0.64
667168.5,483,498,0.64
667172.5,433,498,0.64
667192.4,433,498,0.64
667198.6,433,460,0.65
667212.4,438,460,0.65
667228,438,432,0.65
667232.4,473,432,0.65
667252.5,473,432,0.65
667258,473,402,0.65
667272.6,539,402,0.65
667288.2,539,412,0.66
667292.4,539,412,0.66
667312.5,419,412,0.66
667318.7,419,446,0.67
667332.5,394,446,0.67
667347.7,394,490,0.67
667352.5,394,490,0.67
667372.4,457,490,0.67
667378.1,457,394,0.67
667392.4,503,394,0.67
667408,503,380,0.68
667412.4,503,380,0.68
667432.4,494,380,0.68
667437.6,494,420,0.68
667452.4,491,420,0.68
667467.4,491,460,0.68
667472.4,491,460,0.68
667486.7,491,500,0.69
667492.7,505,500,0.69
667508.2,505,476,0.69
667512.6,453,476,0.69
667532.4,453,476,0.69
667538.1,453,466,0.7
667552.4,411,466,0.7
667567.8,411,474,0.71
667572.4,390,474,0.71
667592.4,390,474,0.71
667598.7,390,432,0.71
667612.4,432,432,0.71
667628.5,432,408,0.71
667632.5,372,408,0.71
667652.6,376,408,0.71
667658.1,376,378,0.72
667672.7,376,378,0.72
667688.1,376,378,0.72
667692.5,442,378,0.72
667712.5,424,378,0.72
667717.8,424,374,0.73
667732.6,401,374,0.73
667747.5,401,432,0.73
667752.6,401,432,0.73
667772.5,386,432,0.73
667777.9,386,418,0.73
667792.5,386,418,0.73
667808.3,386,396,0.74
667812.5,409,396,0.74
667832.5,409,396,0.74
667837.8,409,382,0.74
667852.5,557,382,0.74
667867.6,557,386,0.75
667872.5,557,386,0.75
667886.5,557,386,0.75
667892.5,690,386,0.75
667912.5,778,386,0.75
667917.1,778,422,0.76
667932.7,777,422,0.76
667936.3,777,534,0.76
667952.6,777,534,0.76
667957,777,728,0.77
667972.6,684,728,0.77
667987,684,736,0.77
667992.7,650,736,0.77
668012.6,650,736,0.77
668017.1,650,748,0.78
668032.7,631,748,0.78
668047,631,728,0.79
668052.6,631,728,0.79
668072.6,658,728,0.79
668076.3,658,602,0.79
668092.6,658,602,0.79
668107.3,658,618,0.8
668112.7,680,618,0.8
668132.6,680,618,0.8
668136.9,680,634,0.81
668152.6,710,634,0.81
668166.6,710,660,0.81
668172.5,710,660,0.81
668192.7,733,660,0.81
668196.3,733,656,0.82
668212.4,733,656,0.82
668226.8,733,686,0.84
668232.4,693,686,0.84
668252.4,693,686,0.84
668256.2,693,702,0.84
668272.4,651,702,0.84
668286.1,651,652,0.85
668292.4,651,652,0.85
668312.4,632,652,0.85
668315.8,632,676,0.86
668332.4,632,676,0.86
668336,632,654,0.87
668352.4,567,654,0.87
668365.5,567,632,0.88
668372.3,629,632,0.88
668386.2,629,580,0.89
668392.4,656,580,0.89
668406.5,656,594,0.9
668412.5,656,594,0.9
668432.4,635,594,0.9
668436.4,635,574,0.91
668452.4,635,574,0.91
668465.8,635,634,0.92
668472.4,681,634,0.92
668484.8,681,640,0.93
668492.4,618,640,0.93
668505.8,618,618,0.93
668512.4,607,618,0.93
668525.8,607,620,0.94
668532.3,607,620,0.94
668552.4,659,620,0.94
668555.4,659,624,0.94
668572.4,622,624,0.94
668574.4,622,582,0.95
668592.4,622,582,0.95
668595.1,622,588,0.96
668612.4,729,588,0.96
668615,729,628,0.96
668632.3,729,628,0.96
668636.3,729,602,0.97
668652.4,662,602,0.97
668655.7,662,606,0.98
668672.4,662,606,0.98
668685.5,662,636,0.99
668692.4,767,636,0.99
668712.4,729,636,0.99
668715.5,729,642,1
668732.4,729,642,1
668746.4,729,690,1.01
668752.4,722,690,1.01
668772.4,722,690,1.01
668775.4,722,698,1.02
668792.3,721,698,1.02
668805.8,721,700,1.03
668812.3,682,700,1.03
668824.8,682,676,1.04
668832.3,682,676,1.04
668844.8,682,704,1.04
668852.3,720,704,1.04
668865.2,720,658,1.05
668872.3,720,658,1.05
668892.4,703,658,1.05
668895.2,703,684,1.06
668912.4,715,684,1.06
668924.8,715,678,1.07
668932.3,715,678,1.07
668952.4,714,678,1.07
668955.1,714,666,1.08
668972.4,714,666,1.08
668984.5,714,666,1.09
668992.5,693,666,1.09
669012.4,693,666,1.09
669015.1,693,680,1.1
669032.5,776,680,1.1
669034.7,776,666,1.11
669052.4,776,666,1.11
669064.6,776,696,1.12
669072.4,748,696,1.12
669083.8,748,700,1.13
669092.4,748,700,1.13
669104.9,748,732,1.13
669112.4,798,732,1.13
669132.4,694,732,1.13
669135.3,694,702,1.14
669152.4,694,702,1.14
669164.9,694,730,1.16
669172.4,784,730,1.16
669192.5,784,730,1.16
669194,784,696,1.17
669212.5,721,696,1.17
669214.3,721,700,1.18
669232.4,723,700,1.18
669233.9,723,746,1.18
669252.4,723,746,1.18
669254.4,723,744,1.18
669272.5,729,744,1.18
669273.9,729,732,1.19
669292.6,729,732,1.19
669294,729,690,1.2
669312.3,754,690,1.2
669314.2,754,702,1.21
669332.3,754,702,1.21
669333.4,754,702,1.22
669352.3,784,702,1.22
669363.4,784,730,1.23
669372.2,784,730,1.23
669382.8,784,734,1.23
669392.4,767,734,1.23
669403.6,767,718,1.24
669412.3,816,718,1.24
669432.3,787,718,1.24
669433.6,787,748,1.25
669452.3,784,748,1.25
669463.3,784,754,1.26
669472.3,828,754,1.26
669492.2,828,754,1.26
669493.4,828,736,1.27
669512.7,730,736,1.27
669513.4,730,734,1.27
669532.7,730,734,1.27
669533.4,730,798,1.28
669552.5,726,798,1.28
669553.3,726,776,1.28
669572.2,726,776,1.28
669582.9,726,710,1.3
669592.3,752,710,1.3
669612.2,752,710,1.3
669613.7,752,700,1.3
669632.2,752,732,1.31
669632.4,845,732,1.31
669652.6,727,732,1.31
669653.4,727,692,1.32
669672.6,671,692,1.32
669673.6,671,780,1.32
669692.3,671,780,1.32
669702.6,671,750,1.33
669712.3,736,750,1.33
669732.2,736,750,1.33
669733.6,736,666,1.34
669752.4,715,666,1.34
669753.1,715,668,1.34
669772.2,749,668,1.34
669773.4,749,716,1.35
669792.3,749,716,1.35
669793,749,682,1.36
669812.3,749,712,1.37
669812.7,751,712,1.37
669832.2,751,712,1.37
669833.4,751,722,1.37
669852.3,919,722,1.37
669863.1,919,696,1.38
669872.3,946,696,1.38
669892.5,946,696,1.38
669893.6,946,728,1.39
669912.3,863,728,1.39
669922.9,863,916,1.4
669932.3,848,916,1.4
669952.3,848,916,1.4
669953.1,848,918,1.41
669972.3,649,918,1.41
669983.3,649,836,1.43
669992.4,626,836,1.43
670012.3,626,836,1.43
670013.1,626,734,1.44
670032.3,772,734,1.44
670043.2,772,590,1.45
670052.3,812,590,1.45
670072.4,872,590,1.45
670073.1,872,576,1.45
670092.4,872,576,1.45
670102.6,872,774,1.46
670112.4,960,774,1.46
670121.4,960,792,1.46
670132.5,885,792,1.46
670142,885,806,1.47
670152.4,885,806,1.47
670162.4,885,912,1.48
670172.4,801,912,1.48
670181.8,801,894,1.48
670192.4,828,894,1.48
670202.1,828,872,1.49
670212.5,828,872,1.49
670222.5,828,784,1.5
670232.3,790,784,1.5
670252.5,790,784,1.5
670252.7,790,818,1.5
670272.2,882,818,1.5
670282.2,882,766,1.52
670292.3,765,766,1.52
670312.2,765,766,1.52
670312.4,765,824,1.53
670331.9,765,790,1.53
670332.2,867,790,1.53
670352.2,907,790,1.53
670361.8,907,724,1.54
670372.2,832,724,1.54
670381.2,832,782,1.54
670392.5,853,782,1.54
670401.6,853,844,1.55
670412.4,853,844,1.55
670432,853,804,1.56
670433.3,846,804,1.56
670452.4,846,804,1.56
670461.8,846,842,1.57
670472.5,778,842,1.57
670491.8,778,808,1.57
670493.4,778,808,1.57
670512.5,850,808,1.57
670522,850,762,1.59
670532.3,843,762,1.59
670551.4,843,718,1.59
670552.4,973,718,1.59
670572.4,973,718,1.59
670581.3,973,794,1.6
670592.3,933,794,1.6
670611.1,933,924,1.6
670612.5,933,924,1.6
670632.3,868,924,1.6
670641.8,868,904,1.62
670652.4,831,904,1.62
670671.5,831,896,1.62
670672.6,795,896,1.62
670690.5,795,822,1.63
670692.3,795,822,1.63
670711.2,795,780,1.64
670712.3,859,780,1.64
670731.6,859,774,1.64
670732.5,888,774,1.64
670752.3,926,774,1.64
670761.1,926,772,1.65
670772.3,961,772,1.65
670791.3,961,874,1.66
670793.3,948,874,1.66
670812.2,948,874,1.66
670821.4,948,924,1.67
670832.4,1071,924,1.67
670841.4,1071,894,1.67
670852.3,1071,894,1.67
670861.4,1071,906,1.68
670872.3,886,906,1.68
670891.1,886,1040,1.69
670892.3,886,1040,1.69
670912.2,798,1040,1.69
670922,798,922,1.7
670932.3,798,922,1.7
670951.7,798,860,1.71
670952.6,758,860,1.71
670972.3,878,860,1.71
670981.3,878,794,1.72
670992.3,878,794,1.72
671011.3,878,724,1.73
671012.3,884,724,1.73
671032.3,884,724,1.73
671041.4,884,838,1.73
671052.3,956,838,1.73
671071.2,956,848,1.73
671072.2,1042,848,1.73
671091.1,1042,896,1.75
671092.2,1042,896,1.75
671112.3,842,896,1.75
671120.5,842,922,1.76
671132.3,842,922,1.76
671140.5,842,1008,1.77
671152.3,753,1008,1.77
671160.8,753,964,1.78
671172.3,787,964,1.78
671190.6,787,782,1.78
671192.3,787,782,1.78
671212.3,913,782,1.78
671220.8,913,782,1.79
671232.4,947,782,1.79
671250.3,947,728,1.79
671252.3,947,728,1.79
671272.3,847,728,1.79
671279.9,847,904,1.81
671292.1,847,904,1.81
671299.9,847,904,1.81
671312.1,906,904,1.81
671319.5,906,936,1.82
671332.2,838,936,1.82
671340.5,838,824,1.83
671352.2,838,824,1.83
671370.2,838,832,1.84
671372.1,857,832,1.84
671392.1,857,832,1.84
671400.1,857,784,1.85
671412.1,791,784,1.85
671429.9,791,806,1.85
671432.2,977,806,1.85
671452.2,977,806,1.85
671459.9,977,744,1.87
671472.2,879,744,1.87
671489.3,879,812,1.87
671492.1,879,812,1.87
671512.2,1021,812,1.87
671520,1021,860,1.89
671532.2,1021,860,1.89
671539.4,1021,838,1.9
671552.1,821,838,1.9
671569.2,821,908,1.9
671572.2,981,908,1.9
671589.3,981,974,1.9
671592.1,981,974,1.9
671610.1,981,886,1.91
671612.1,818,886,1.91
671628.6,818,896,1.92
671632.2,744,896,1.92
671648.3,744,940,1.92
671652.2,744,940,1.92
671669.8,744,886,1.93
671672.2,845,886,1.93
671688.2,845,774,1.93
671692.1,987,774,1.93
671712.2,987,774,1.93
671718.9,987,716,1.94
671732.2,1068,716,1.94
671738.8,1068,826,1.95
671752.2,1068,826,1.95
671758.7,1068,958,1.95
671772.1,869,958,1.95
671788.5,869,936,1.97
671792.1,869,936,1.97
671812.1,830,936,1.97
671819.4,830,912,1.98
671832.2,844,912,1.98
671838.4,844,904,1.99
671852.1,844,904,1.99
671858.9,844,814,1.99
671872.2,820,814,1.99
671879.2,820,786,2
671892.1,820,786,2
671908.8,820,816,2.01
671912.1,846,816,2.01
671932.1,872,816,2.01
671939.3,872,800,2.02
671952.1,872,800,2.02
671958.5,872,808,2.02
671972.2,874,808,2.02
671979.3,874,868,2.03
671992.1,874,868,2.03
672009,874,810,2.04
672012.1,982,810,2.04
672032.1,982,810,2.04
672039.8,982,838,2.05
672052.1,971,838,2.05
672069.4,971,854,2.06
672072.1,971,854,2.06
672092,1020,854,2.06
672099.3,1020,934,2.07
672112.2,1035,934,2.07
672129.1,1035,944,2.08
672132.1,1035,944,2.08
672148.3,1035,918,2.08
672152.1,1098,918,2.08
672172.1,1160,918,2.08
672178.5,1160,978,2.1
672192.1,1085,978,2.1
672208.4,1085,1014,2.11
672212.1,1085,1014,2.11
672228.4,1085,1074,2.11
672232.1,1069,1074,2.11
672248.8,1069,1116,2.12
672252.1,1069,1116,2.12
672272.1,898,1116,2.12
672278.9,898,1030,2.14
672292,898,1030,2.14
672308.9,898,986,2.14
672312.1,969,986,2.14
672332.1,969,986,2.14
672338.9,969,856,2.16
672352.1,825,856,2.16
672368.4,825,884,2.17
672372.1,825,884,2.17
672392.1,929,884,2.17
672398.6,929,924,2.19
672412,929,924,2.19
672428.2,929,912,2.19
672432.5,777,912,2.19
672452.2,777,912,2.19
672457.8,777,864,2.2
672472.1,977,864,2.2
672478.1,977,886,2.21
672492.1,977,886,2.21
672497.7,977,808,2.21
672512.1,958,808,2.21
672518.4,958,738,2.22
672532.1,975,738,2.22
672548.3,975,954,2.23
672552.1,975,954,2.23
672567.5,975,914,2.24
672572.2,946,914,2.24
672588.4,946,908,2.25
672592.1,946,908,2.25
672608.5,946,918,2.24
672612.1,1140,918,2.24
672627.1,1140,922,2.25
672632.2,961,922,2.25
672652.2,961,922,2.25
672657,961,956,2.26
672672.2,1076,956,2.26
672676.8,1076,1000,2.27
672692.2,876,1000,2.27
672697.5,876,932,2.27
672712.2,1051,932,2.27
672727.4,1051,956,2.28
672732.1,1051,956,2.28
672752.1,851,956,2.28
672757.1,851,832,2.3
672772.2,951,832,2.3
672787.1,951,850,2.3
672792.1,951,850,2.3
672812.1,1111,850,2.3
672817.4,1111,844,2.32
672832.1,911,844,2.32
672847.6,911,824,2.32
672852.1,1027,824,2.32
672872.3,1183,824,2.32
672877.2,1183,1020,2.33
672892.1,1183,1020,2.33
672896.4,1183,1062,2.33
672912.1,983,1062,2.33
672917.2,983,994,2.34
672932.1,915,994,2.34
672937.1,915,1108,2.36
672952.1,915,1108,2.36
672967,915,1122,2.37
672972.1,793,1122,2.37
672992.1,927,1122,2.37
672996.8,927,882,2.37
673012.2,1127,882,2.37
673027,1127,868,2.38
673032.3,1140,868,2.38
673052.3,1140,868,2.38
673056.6,1140,868,2.38
673072.3,1273,868,2.38
673076,1273,870,2.39
673092.3,1273,870,2.39
673096.8,1273,1062,2.4
673112.3,1249,1062,2.4
673127.7,1249,1134,2.41
673132.3,1249,1134,2.41
673152.1,1165,1134,2.41
673156.6,1165,1220,2.42
673172.1,1011,1220,2.42
673176.3,1011,1206,2.43
673192.1,1011,1206,2.43
673196.4,1011,1180,2.44
673212.1,835,1180,2.44
673217,835,1120,2.45
673232.1,922,1120,2.45
673247.3,922,966,2.46
673252.1,922,966,2.46
673272.1,909,966,2.46
673276.7,909,846,2.48
673292.1,909,846,2.48
673296.7,909,796,2.48
673312,966,796,2.48
673316.3,966,862,2.49
673332.1,998,862,2.49
673337.5,998,870,2.51
673352,998,870,2.51
673367.2,998,902,2.51
673372.1,1084,902,2.51
673392,1084,902,2.51
673396.9,1084,948,2.52
673412.2,1282,948,2.52
673415.8,1282,976,2.52
673432.2,1262,976,2.52
673437.5,1262,1018,2.54
673452.2,1262,1018,2.54
673456.9,1262,1050,2.55
673472.3,1062,1050,2.55
673486.4,1062,1150,2.57
673492.2,1062,1150,2.57
673512.2,1261,1150,2.57
673517.3,1261,1206,2.58
673532.3,1061,1206,2.58
673536,1061,1140,2.58
673552.3,1061,1140,2.58
673565.7,1061,1068,2.6
673572.1,1220,1068,2.6
673585.7,1220,1080,2.63
673592.1,1020,1080,2.63
673606.4,1020,1010,2.64
673612.1,820,1010,2.64
673632.2,620,1010,2.64
673636.5,620,1114,2.65
673652.1,620,1114,2.65
673666.2,620,1002,2.67
673672.2,756,1002,2.67
673692.1,756,1002,2.67
673696,756,720,2.68
673712.1,752,720,2.68
673726.4,752,696,2.69
673732.2,831,696,2.69
673752.1,831,696,2.69
673755.9,831,720,2.7
673772.2,763,720,2.7
673786,763,768,2.7
673792.1,763,768,2.7
673805.3,763,784,2.71
673812.1,963,784,2.71
673826.5,963,782,2.73
673832.2,875,782,2.73
673845.2,875,746,2.73
673852.1,875,746,2.73
673872.1,1075,746,2.73
673875.2,1075,808,2.74
673892.1,1011,808,2.74
673905,1011,848,2.75
673912.2,888,848,2.75
673932.1,888,848,2.75
673935.6,888,952,2.76
673952.1,1037,952,2.76
673964.9,1037,936,2.79
673972.2,837,936,2.79
673984.3,837,866,2.79
673992.1,837,866,2.79
674005,837,842,2.79
674012.1,1037,842,2.79
674025.1,1037,864,2.8
674032.2,974,864,2.8
674052.1,974,864,2.8
674054.8,974,798,2.82
674072.2,773,798,2.82
674085.2,773,910,2.83
674092.1,773,910,2.83
674112.1,757,910,2.83
674114.3,757,908,2.84
674132.2,718,908,2.84
674144.5,718,784,2.86
674152.1,718,784,2.86
674172.1,828,784,2.86
674174.3,828,750,2.87
674192.1,936,750,2.87
674204.2,936,674,2.88
674212.1,936,674,2.88
674223.8,936,684,2.89
674232.1,1136,684,2.89
674244.9,1136,760,2.9
674252.1,936,760,2.9
674264.5,936,906,2.9
674272.1,736,906,2.9
674284.5,736,920,2.9
674292.1,736,920,2.9
674304.9,736,950,2.91
674312,794,950,2.91
674324.4,794,892,2.93
674332,794,892,2.93
674352,994,892,2.93
674353.8,994,740,2.93
674372,793,740,2.93
674373.8,793,760,2.94
674392,793,760,2.94
674394.8,793,754,2.95
674411.9,710,754,2.95
674424.4,710,840,2.95
674432.1,912,840,2.95
674452.1,912,840,2.95
674454.4,912,766,2.97
674472.1,787,766,2.97
674484.4,787,712,2.97
674492,787,712,2.97
674512.1,801,712,2.97
674514.3,801,854,2.98
674532.2,849,854,2.98
674544.2,849,806,3
674552.2,849,806,3
674572.2,649,806,3
674574.6,649,760,3.01
674592.2,649,760,3.01
674604.2,649,800,3.02
674612.2,726,800,3.02
674632.3,526,800,3.02
674634.1,526,658,3.03
674652.3,526,658,3.03
674663.8,526,664,3.05
674672.3,678,664,3.05
674683.5,678,696,3.05
674692.1,678,696,3.05
674703.7,678,516,3.05
674712.1,878,516,3.05
674723.4,878,520,3.05
674732.2,942,520,3.05
674743,942,642,3.05
674752.1,942,642,3.05
674772.2,903,642,3.05
674773.2,903,840,3.06
674792.2,903,840,3.06
674793.4,903,876,3.08
674812.1,703,876,3.08
674813.9,703,866,3.09
674832.3,703,866,3.09
674843.5,703,866,3.09
674852.1,502,866,3.09
674872.2,502,866,3.09
674873.4,502,806,3.1
674892,302,806,3.1
674903.5,302,622,3.1
674912,302,622,3.1
674932.1,443,622,3.1
674933.2,443,490,3.11
674952.4,443,490,3.11
674962.7,443,346,3.11
674972,643,346,3.11
674992.1,843,346,3.11
674992.9,843,410,3.11
675012.6,670,410,3.11
675013.5,670,412,3.11
675032.1,871,412,3.11
675033.3,871,574,3.11
675052.1,871,574,3.11
675052.6,871,786,3.11
675072.1,1070,786,3.11
675082.8,1070,682,3.14
675092,1270,682,3.14
675112.3,1194,682,3.14
675113.7,1194,858,3.15
675131.7,1194,944,3.16
675132,1194,944,3.16
675152.1,994,944,3.16
675152.8,994,1146,3.17
675172.1,994,1146,3.17
675172.8,994,1176,3.18
675192,794,1176,3.18
675202.6,794,1124,3.18
675212.3,794,1124,3.18
675232.1,594,1124,3.18
675232.8,594,998,3.19
675252,594,998,3.19
675262.3,594,758,3.23
675272,393,758,3.23
675291.7,393,652,3.23
675292,313,652,3.23
675310.7,313,528,3.23
675311.9,313,528,3.23
675332.2,233,528,3.23
675333,233,466,3.21
675351.9,153,466,3.21
675362.4,153,308,3.22
675371.9,153,308,3.22
675392.1,73,308,3.22
